intensity;direction
0.029177;223.594374
0.038845;226.728540
0.049357;234.876455
0.056301;248.427704
0.045253;243.411036
0.034696;239.246246
0.021967;236.465204
0.024352;228.151248
0.032096;222.839374
0.029089;224.031874
0.030151;227.330623
0.027945;233.284579
0.032408;226.583124
0.058451;219.136877
0.058235;220.873334
0.037211;225.791458
0.019561;226.453334
0.022017;218.582086
0.013058;226.256249
0.035568;247.157079
0.046672;248.267495
0.053401;237.882705
0.183658;226.065207
0.101283;226.751040
0.085768;226.214583
0.066502;225.658542
0.069329;228.803125
0.075482;227.538334
0.061944;228.861042
0.055736;230.983332
0.072683;226.851459
0.177912;219.243959
0.108905;220.510834
0.074464;219.486875
0.076949;221.864584
0.103564;224.089583
0.096955;223.280625
0.072643;224.105416
0.061988;223.351458
0.045579;221.815209
0.038507;222.033334
0.040588;222.700209
0.037463;221.393751
0.044688;227.534166
0.048839;228.829583
0.041799;225.495833
0.032964;224.082292
0.047322;220.475002
0.076130;215.508543
0.081283;221.742710
0.117169;222.607293
0.087742;216.284586
0.058906;215.452918
0.071399;218.783334
0.050287;225.346040
0.050035;228.159790
0.073093;222.005624
0.069980;233.517705
0.064023;240.667703
0.044691;238.146662
0.024527;235.898954
0.033826;233.711457
0.055423;231.446458
0.025639;240.720830
0.026984;243.278328
0.021778;230.650621
0.051370;222.333332
0.099659;229.096456
0.036627;239.704786
0.034602;244.778535
0.063921;231.202498
0.102173;226.779789
0.039534;250.103118
0.068033;242.488326
0.126220;225.717291
0.119417;221.151042
0.077800;225.612292
0.061533;227.387916
0.046655;227.449375
0.084540;217.466459
0.101279;219.441460
0.078408;229.848541
0.064246;232.442083
0.072029;228.762292
0.085819;227.134374
0.089309;225.198124
0.126378;224.776250
0.115265;226.233960
0.114517;229.912916
0.113851;231.423124
0.151899;219.876043
0.254217;219.209793
0.110765;224.223958
0.085409;229.175832
0.070739;230.480831
0.073476;230.044790
0.076114;227.206249
0.070260;228.122499
0.060828;234.037080
0.062517;234.306661
0.096090;225.563331
0.100957;232.162287
0.046629;240.637908
0.019906;259.784783
0.024805;256.205410
0.024658;237.973325
0.060617;227.176246
0.061185;225.028749
0.093607;229.122082
0.093601;227.908540
0.093133;228.436250
0.107513;236.247707
0.070470;236.623958
0.099494;227.773332
0.064462;226.989999
0.074506;232.885206
0.061943;232.374372
0.048947;227.324373
0.032430;230.926873
0.051714;227.747500
0.050333;224.867709
0.047883;220.135627
0.068417;222.704167
0.089172;222.468959
0.124968;221.796877
0.115698;223.377917
0.107733;223.548334
0.091401;223.172709
0.082463;223.949375
0.098858;221.640001
0.103261;222.123750
0.098417;225.730624
0.042584;240.416245
0.048659;247.423536
0.090526;234.496873
0.090569;221.044167
0.040097;230.421455
0.058345;243.109371
0.045893;236.085621
0.039205;228.422082
0.085433;220.168126
0.091771;219.754584
0.077488;221.156458
0.083352;218.882917
0.109962;222.740626
0.083946;229.862081
0.112583;227.785832
0.088592;229.485625
0.106875;229.540001
0.121100;225.826459
0.080460;227.418333
0.082617;229.896042
0.123850;229.493126
0.134522;229.888959
0.124790;227.314999
0.122054;227.420833
0.109913;226.452499
0.081718;228.792291
0.057843;230.642290
0.044252;228.241667
0.035731;225.287082
0.032042;226.254791
0.042914;228.572082
0.027092;228.701040
0.043125;225.056458
0.057084;223.826458
0.101526;226.546041
0.056966;227.916250
0.046472;227.139168
0.028370;223.611876
0.024514;219.545419
0.080109;216.498543
0.099821;220.662292
0.080705;223.495207
0.057398;223.355208
0.042453;225.839791
0.030937;224.602085
0.039205;219.717710
0.037093;220.591459
0.034834;221.526666
0.079874;222.434584
0.056963;223.830833
0.032746;227.457500
0.034353;221.261045
0.046806;219.762710
0.052690;223.211668
0.046992;228.876666
0.053338;229.452499
0.043932;222.563960
0.058469;219.841042
0.087804;220.098543
0.048985;223.167292
0.046344;226.381250
0.029905;230.042707
0.025409;230.404169
0.026830;224.009583
0.025932;230.523541
0.049960;225.248333
0.029918;228.369164
0.020279;223.840210
0.024423;226.625208
0.027301;231.894374
0.039493;233.027707
0.029839;228.922916
0.044247;231.904998
0.031546;236.810206
0.025255;233.935834
0.028551;234.100002
0.032423;232.141043
0.028042;235.019166
0.025696;234.238125
0.019292;233.232083
0.015696;225.618753
0.018727;209.802715
0.013724;211.456460
0.020693;224.557292
0.022608;223.721876
0.018994;222.043750
0.018766;232.700417
0.019412;218.616670
0.020956;232.963542
0.017512;227.646876
0.012925;225.280208
0.010316;220.914382
0.017684;211.030006
0.015640;217.089587
0.029985;224.355836
0.019628;229.007917
0.017767;223.820211
0.021854;223.871251
0.011168;229.014793
0.010859;227.341462
0.013229;221.810212
0.014540;207.360004
0.010782;218.615209
0.009325;228.186250
0.011202;221.352299
0.014233;207.916672
0.013657;212.508334
0.013392;219.472915
0.011961;218.076045
0.011446;212.647918
0.008432;225.504998
0.007330;229.022916
0.010091;230.692290
0.009069;214.682501
0.007347;224.367914
0.009143;224.051256
0.014104;203.839174
0.013850;216.048540
0.016401;223.063122
0.009300;229.143540
0.011111;239.271246
0.019222;243.297288
0.013372;233.618538
0.010548;228.467290
0.010707;216.544169
0.006909;217.388329
0.006131;230.932076
0.006083;226.709791
0.011198;207.388549
0.013055;219.875414
0.009350;231.881661
0.008864;235.522704
0.022977;209.098754
0.014219;209.383125
0.007598;231.968740
0.008583;244.741658
0.010282;245.457912
0.004319;239.312500
0.006032;222.649586
0.008336;209.942503
0.007894;219.208954
0.008593;229.023744
0.032805;207.966050
0.028678;203.075002
0.008732;222.460830
0.008683;246.286868
0.009758;241.991874
0.012141;235.380623
0.008812;237.436872
0.012354;236.448333
0.013534;220.435422
0.058121;195.496885
0.051875;192.094592
0.047513;194.263965
0.022872;191.211052
0.012513;204.062503
0.027392;205.905627
0.009718;207.322296
0.018921;201.787297
0.008073;220.954376
0.005912;246.954371
0.007368;251.805205
0.007513;242.578959
0.007093;227.333336
0.013985;236.859172
0.023770;227.993754
0.013986;225.961042
0.008703;231.959373
0.006750;228.156460
0.006167;223.742501
0.008888;226.650626
0.006950;228.347085
0.013869;239.035206
0.018869;236.256874
0.028847;234.233957
0.021489;219.762505
0.043803;205.497295
0.024287;210.310002
0.005886;220.360001
0.006211;225.095834
0.010664;218.058543
0.003782;226.620419
0.003025;231.457917
0.005990;230.832291
0.009273;224.291872
0.008172;226.379580
0.007369;240.344374
0.016100;238.643122
0.017079;226.071664
0.012399;229.935414
0.012423;229.163331
0.014781;222.775831
0.010034;233.106454
0.006639;242.720413
0.009270;236.827082
0.014115;230.726248
0.013279;236.566454
0.011259;238.599995
0.019678;228.288124
0.025274;209.455210
0.014203;213.716667
0.012866;223.304999
0.026775;232.720414
0.042624;233.897497
0.045292;238.082913
0.046426;234.887705
0.035543;231.198539
0.041289;226.027082
0.029027;225.814373
0.056222;223.055624
0.019129;234.627704
0.018995;238.390830
0.042275;233.877705
0.029768;240.331455
0.019520;237.241041
0.018516;223.166873
0.018492;245.779369
0.032220;253.885413
0.036306;243.274787
0.033661;234.630205
0.034392;227.176247
0.039193;221.402498
0.034697;227.215623
0.031276;237.552704
0.039406;228.689789
0.048472;217.690417
0.057696;215.574376
0.063905;216.563333
0.078586;217.908958
0.097662;221.487083
0.070359;228.501249
0.052489;231.240832
0.042679;229.637289
0.043487;230.582706
0.024660;233.212915
0.058639;232.102706
0.048241;230.541038
0.024846;231.434997
0.012846;235.918121
0.020007;241.830413
0.025293;239.956246
0.033727;228.588123
0.142681;220.100416
0.156828;222.573540
0.194603;227.726873
0.093417;237.241452
0.081522;237.859369
0.131983;231.559163
0.127116;226.511248
0.087423;230.192288
0.080506;234.232080
0.127126;228.124790
0.110475;226.257081
0.166797;223.418126
0.155097;220.865417
0.139070;221.578958
0.136848;219.857501
0.154749;224.490208
0.141397;227.630208
0.170844;222.787501
0.099933;220.022084
0.068708;219.129792
0.053110;219.111042
0.076769;216.389166
0.022603;234.263330
0.016634;239.582704
0.005724;240.003747
0.012328;243.073748
0.024233;257.681456
0.040189;257.503747
0.043007;254.356038
0.033254;248.704577
0.021526;250.336663
0.029253;242.773956
0.041789;236.309581
0.054630;233.282707
0.063120;227.768125
0.077099;225.222915
0.025307;253.014366
0.035587;240.936867
0.122142;223.210831
0.119105;225.890623
0.150386;223.975833
0.112125;224.348124
0.087568;225.341874
0.080895;223.682709
0.080433;224.281876
0.066522;223.482291
0.064618;220.111042
0.051296;223.719374
0.048116;222.740831
0.053936;219.493958
0.084580;221.788541
0.118706;224.228750
0.128609;223.226041
0.106870;222.221875
0.184684;224.764582
0.140331;231.420414
0.106507;233.513537
0.096555;230.304580
0.082209;226.017706
0.059377;224.444373
0.116503;217.373125
0.090767;220.845208
0.087626;225.765415
0.087690;225.173332
0.066989;223.284999
0.064774;223.278959
0.079176;221.912085
0.088392;224.781248
0.120757;228.649996
0.144130;227.715415
0.114845;226.546249
0.089090;224.571666
0.089648;219.678751
0.063169;222.288125
0.051137;224.239375
0.039368;224.869374
0.034581;224.416874
0.038693;221.626041
0.057090;222.617082
0.055526;226.500414
0.056707;226.528956
0.049774;230.679164
0.015278;244.698121
0.012386;247.743952
0.015233;258.691453
0.026749;258.784575
0.054713;240.150203
0.035007;238.396036
0.024367;239.108119
0.017298;250.728327
0.023054;249.125201
0.040200;254.701037
0.073258;251.439996
0.054807;240.802914
0.069954;234.137289
0.159212;225.016458
0.142106;220.821250
0.187596;222.386875
0.152148;221.251458
0.181673;223.673958
0.170300;224.067708
0.138045;225.784166
0.076833;226.324374
0.059925;226.041666
0.125457;218.940418
0.135241;219.762083
0.107758;222.702916
0.060860;225.461874
0.060017;223.627499
0.051433;222.238750
0.053958;225.398123
0.046381;227.303332
0.039383;232.741872
0.032939;232.814581
0.018047;247.044373
0.069326;233.302291
0.055660;229.790832
0.045723;228.560833
0.032603;231.309166
0.021572;224.546250
0.008783;228.649373
0.015892;230.484374
0.018355;230.685416
0.012779;236.037914
0.012956;236.542705
0.049367;229.928749
0.035204;228.705829
0.109296;226.982081
0.079887;230.743122
0.037051;245.173745
0.034867;250.933120
0.035253;233.936039
0.050759;218.520210
0.089421;220.443958
0.065659;228.343124
0.045424;235.023747
0.037190;230.811666
0.051904;231.695623
0.034787;233.240622
0.021789;227.841665
0.024194;223.580209
0.064933;211.751461
0.078591;218.351459
0.051217;224.780208
0.053140;222.388542
0.054890;222.431875
0.052758;225.694583
0.034760;225.670834
0.020228;224.542082
0.020944;225.346041
0.033316;218.381876
0.070792;215.506459
0.098598;221.326875
0.087723;224.395625
0.056166;227.557290
0.044874;223.888542
0.045528;220.577917
0.065523;219.314166
0.089146;221.292500
0.039034;232.970206
0.015948;238.902707
0.028804;230.716251
0.035995;221.250835
0.042155;217.200418
0.085596;220.263751
0.047731;223.577082
0.046679;221.451459
0.083657;222.841250
0.061822;230.644164
0.043087;238.420415
0.042165;235.376875
0.033414;227.711457
0.036536;225.755001
0.032479;230.352083
0.028025;227.213960
0.042053;225.096876
0.020718;225.891666
0.017615;225.951668
0.026597;223.155627
0.021397;224.368749
0.024701;228.800625
0.016239;234.233541
0.008170;233.795208
0.010558;235.041460
0.013712;217.394379
0.020712;217.724794
0.054603;218.021252
0.028953;221.643750
0.026812;227.528751
0.030374;225.100001
0.022420;223.416669
0.021472;226.186875
0.016244;217.703963
0.015456;211.662296
0.020352;220.327083
0.014892;229.756874
0.013540;226.271044
0.020741;223.121040
0.030992;230.613541
0.027840;221.188542
0.024309;225.460624
0.027215;229.270415
0.014601;225.018957
0.014512;222.532709
0.012232;223.896250
0.009914;225.628333
0.025514;230.002081
0.019908;234.821039
0.020959;220.520626
0.016151;218.472708
0.010921;228.740622
0.015316;236.330414
0.017743;235.245413
0.010979;233.637498
0.009251;227.783959
0.008322;235.969166
0.015542;240.286457
0.018545;243.008124
0.014359;236.636250
0.010643;230.827087
0.011510;223.711045
0.006309;234.210420
0.007146;235.156669
0.006100;228.946463
0.005736;225.224794
0.008945;229.456459
0.019246;219.152505
0.017757;230.127500
0.014247;237.462501
0.013783;221.440425
0.010853;210.796254
0.007964;218.418752
0.010514;211.605003
0.009628;220.007499
0.009880;225.780000
0.009109;221.034170
0.008484;224.882293
0.007897;231.717707
0.008777;230.327707
0.010944;231.042081
0.008109;222.767089
0.016002;227.264166
0.021943;232.331456
0.011426;228.944789
0.008257;234.199374
0.017401;232.589372
0.013065;233.890414
0.012851;234.937497
0.004663;236.938329
0.006204;234.941455
0.008276;222.012710
0.008918;214.452500
0.009798;213.036670
0.008072;220.157708
0.008539;221.466457
0.009776;223.891872
0.009864;218.987084
0.013957;205.163756
0.012081;212.039166
0.007258;235.790410
0.009810;242.866245
0.010095;235.785837
0.024095;225.952497
0.016220;220.349582
0.009779;214.308749
0.008190;216.196040
0.008962;234.741871
0.012054;243.797494
0.016796;244.931454
0.016687;231.070003
0.019127;219.399165
0.014932;223.756038
0.010740;233.108122
0.004863;227.610417
0.006889;221.716039
0.008060;225.259579
0.005527;226.028122
0.008950;230.462707
0.014309;230.791245
0.014434;230.292908
0.010356;231.952911
0.018285;226.974165
0.013824;225.439162
0.009738;234.621244
0.008866;234.455622
0.017174;227.967916
0.020713;228.949787
0.031812;239.209162
0.026790;224.380420
0.032271;214.763539
0.014843;222.661873
0.011907;233.571457
0.019076;240.963954
0.009437;235.017501
0.011070;235.234999
0.044304;218.890003
0.020919;212.132711
0.012561;226.009166
0.009124;233.623960
0.017980;228.572085
0.014425;222.657709
0.010345;232.552493
0.011504;237.203538
0.014370;242.010410
0.010519;246.179995
0.012484;255.939372
0.031643;264.477707
0.031337;262.282916
0.016457;255.872916
0.008800;241.618338
0.008524;234.052710
0.006804;235.092711
0.007561;220.376046
0.005772;221.096252
0.005149;235.080207
0.008077;236.157292
0.011290;227.421670
0.013493;220.852502
0.013649;224.599793
0.009908;220.764792
0.010933;229.551245
0.007986;230.560832
0.007228;222.553754
0.027789;212.283544
0.014111;230.378333
0.012814;246.575000
0.015757;227.151460
0.012743;221.957293
0.010781;215.731670
0.008066;238.181456
0.011657;248.721245
0.014432;239.228540
0.012736;223.565835
0.026469;210.756877
0.024645;212.628544
0.024141;216.855001
0.012454;221.700416
0.009730;230.476040
0.009523;230.809791
0.016523;221.178965
0.026952;213.080837
0.016780;227.641458
0.017067;228.992497
0.011512;227.558330
0.008769;233.293328
0.010563;233.996662
0.018480;229.031662
0.016020;232.268534
0.008059;240.047702
0.011013;240.785623
0.011145;242.001455
0.016620;246.749163
0.028376;239.828123
0.015037;241.770206
0.009663;239.750832
0.014170;231.183122
0.033952;232.971867
0.055739;232.651869
0.122048;226.544165
0.127183;228.744791
0.089832;231.385207
0.091192;226.554166
0.089068;224.139791
0.064221;230.491456
0.074784;228.285207
0.074474;223.988541
0.104501;225.145000
0.108534;227.809582
0.078868;241.857913
0.078957;232.474788
0.073046;224.382499
0.083832;226.228124
0.067149;226.126040
0.056292;226.674581
0.041896;228.205831
0.041254;229.893956
0.052006;229.673124
0.074905;229.299373
0.084079;231.594790
0.128751;234.365621
0.095401;232.816455
0.073180;229.747706
0.068588;234.019788
0.043824;243.323954
0.054940;232.776457
0.069063;225.990623
0.114128;227.106248
0.100420;234.523746
0.071832;238.164579
0.029222;238.443328
0.024069;235.869788
0.020590;238.042079
0.018995;257.510619
0.036203;267.779579
0.028947;263.509997
0.029943;256.586038
0.047175;241.987080
0.082127;228.977080
0.037150;232.423329
0.021712;240.337496
0.012516;243.566871
0.020460;236.113121
0.033986;235.506871
0.019106;238.609996
0.027024;235.662078
0.026540;237.193329
0.051706;226.503957
0.154969;217.366042
0.098297;227.863122
0.180958;228.056457
0.146314;224.839374
0.162418;220.801666
0.161323;220.803750
0.107879;222.442499
0.087671;224.378541
0.117889;222.202500
0.144956;222.261459
0.166185;220.124376
0.189639;221.065000
0.153756;225.488541
0.141745;225.231457
0.086914;225.343958
0.079367;225.047916
0.051530;230.176040
0.026652;246.263748
0.028026;239.746457
0.076154;227.210002
0.030866;244.839789
0.033794;248.205829
0.036130;236.136247
0.020318;230.282707
0.022746;233.793540
0.020970;228.252913
0.017618;220.224167
0.042154;210.347292
0.047069;227.021872
0.045240;244.642075
0.049318;236.007909
0.056039;228.706872
0.077276;227.492291
0.132179;226.623541
0.220225;225.807084
0.193600;224.846667
0.144069;225.303333
0.104282;226.364375
0.104226;226.557500
0.061185;238.350831
0.089857;250.277702
0.236768;238.651664
0.200353;236.897289
0.118456;234.485831
0.092148;232.805833
0.046198;232.571459
0.046004;237.255624
0.116391;239.498540
0.085305;237.448123
0.057655;233.233539
0.054413;231.660206
0.091985;227.742707
0.061830;222.918124
0.036832;222.560624
0.045721;220.385208
0.057265;224.348333
0.057790;230.767914
0.061457;227.589581
0.052249;229.172497
0.068355;228.075207
0.052640;222.870414
0.019703;228.636246
0.022572;239.919787
0.033391;233.197495
0.106142;233.987496
0.032764;250.195202
0.039090;254.151450
0.072721;241.405411
0.118039;237.554162
0.075916;243.815829
0.039061;247.102910
0.061448;242.111245
0.063441;240.654579
0.064738;235.595830
0.074216;225.339583
0.060921;226.226041
0.081623;226.539374
0.052061;227.031456
0.041003;228.710207
0.045503;225.831875
0.034265;225.005624
0.037078;254.959370
0.061499;258.378535
0.035046;254.728743
0.021353;250.813327
0.016219;243.864576
0.023031;252.104786
0.033207;242.721661
0.053041;235.120621
0.108907;227.816247
