intensity;direction
0.008222;221.366492
0.006315;227.315640
0.006139;227.987828
0.006956;221.005027
0.005462;231.219695
0.002828;242.970835
0.003843;233.924180
0.006723;226.606271
0.006602;234.496375
0.005701;236.735336
0.009267;225.007019
0.011697;205.799511
0.006884;210.432729
0.005740;222.337927
0.011631;232.000639
0.013885;233.808461
0.020275;236.078773
0.021369;233.824496
0.016346;230.120019
0.020381;224.734811
0.013201;220.735538
0.023375;219.954183
0.008449;231.432202
0.008783;233.576476
0.019493;232.167093
0.012704;238.863857
0.008738;233.592306
0.009281;218.888574
0.008342;240.579079
0.015028;250.214697
0.017710;242.147928
0.017452;232.921990
0.017163;223.824074
0.019989;219.081886
0.016355;225.712201
0.014165;233.963450
0.019704;225.270854
0.024212;214.158978
0.031589;212.969388
0.033924;214.993032
0.040531;216.776573
0.052307;220.365219
0.034991;226.585853
0.025486;230.675754
0.021033;228.867418
0.021508;228.559913
0.014846;233.388145
0.026861;232.774607
0.023805;230.572416
0.014522;227.365537
0.008025;233.626467
0.009998;240.950853
0.013727;239.226591
0.017883;227.638470
0.072122;217.850116
0.078822;221.067092
0.098647;225.177921
0.056522;236.339586
0.042980;236.486776
0.060217;228.830735
0.059577;224.041466
0.039506;227.684697
0.036807;231.165012
0.059092;224.278859
0.048719;221.567817
0.080174;217.945098
0.073469;218.370314
0.067809;219.524273
0.067907;216.418437
0.070711;219.656348
0.065089;222.684580
0.079325;218.872811
0.048418;216.534377
0.035404;216.411147
0.029052;216.515422
0.041439;214.055108
0.012998;225.961758
0.008194;230.039797
0.003706;232.736249
0.005816;238.504470
0.009749;255.599689
0.019898;258.693030
0.022598;254.978869
0.016535;248.192312
0.011588;247.687821
0.015800;238.924904
0.023009;233.312403
0.026836;229.860112
0.030979;224.609803
0.032921;222.529792
0.013397;249.823525
0.017912;238.879701
0.063511;222.273966
0.062806;225.850009
0.075825;222.272818
0.053415;223.202403
0.045101;224.847505
0.042159;222.682709
0.040751;223.977923
0.033691;222.765321
0.034660;218.393861
0.027443;220.373334
0.025923;219.982820
0.029762;217.809382
0.046321;220.953025
0.058365;222.609906
0.066391;221.908760
0.055346;219.546673
0.094069;222.507295
0.065219;228.829478
0.050404;231.675526
0.048081;229.151156
0.041560;223.355112
0.029765;220.822929
0.063132;214.834589
0.043854;218.287505
0.044695;222.698231
0.044851;222.815733
0.031981;220.106047
0.030897;219.248962
0.039083;218.037712
0.043166;220.497189
0.062300;224.866672
0.071826;224.642923
0.057343;224.208548
0.043295;221.903969
0.044430;216.308135
0.030196;219.684592
0.025655;221.814071
0.020655;222.859693
0.017826;222.093132
0.021992;219.915637
0.027632;220.856788
0.030791;225.027206
0.032340;226.557100
0.028371;230.334070
0.009512;242.828437
0.007443;245.716363
0.008246;254.813249
0.015403;257.875334
0.029938;239.054291
0.018260;237.047108
0.011156;236.499504
0.008279;248.748455
0.011121;246.499611
0.015230;249.891358
0.030536;247.976252
0.026592;235.679378
0.041868;230.925217
0.080846;222.485217
0.072590;218.321257
0.096738;220.953549
0.083163;220.165423
0.095133;221.854068
0.083366;221.344589
0.065609;223.920738
0.037322;223.649278
0.028082;222.931575
0.056965;215.609804
0.070106;217.972820
0.056032;220.985947
0.030890;223.237093
0.031578;221.501470
0.026239;221.139910
0.026356;224.598555
0.022669;226.458141
0.015860;231.121264
0.015152;230.835751
0.009428;241.212185
0.035429;231.417205
0.026774;228.055325
0.022337;223.805840
0.015152;227.142077
0.014128;219.065535
0.005682;223.100222
0.007433;225.832728
0.010114;226.653351
0.006777;232.023763
0.007231;229.863155
0.021348;223.502426
0.018612;223.055127
0.060242;223.012104
0.045894;226.950426
0.018719;237.491880
0.016443;243.954796
0.017129;227.687844
0.028748;212.163560
0.041945;217.037094
0.032087;224.697923
0.020572;232.780322
0.017997;228.976164
0.025456;231.613350
0.015402;231.570956
0.010780;226.064288
0.010830;220.780136
0.035674;207.676057
0.037048;215.633031
0.024702;222.211260
0.025612;220.853034
0.025040;219.479913
0.023942;222.511053
0.015787;222.802930
0.010510;221.088759
0.010036;221.729286
0.017582;213.126376
0.035538;211.954076
0.048516;219.215532
0.040506;221.647409
0.025177;225.703138
0.021596;220.956265
0.022570;217.427622
0.031108;217.450748
0.037327;219.626373
0.014283;230.781879
0.008884;236.871557
0.012679;230.122301
0.016833;218.331280
0.022164;213.009288
0.040971;216.832307
0.022355;220.827205
0.022293;217.609503
0.044262;220.257098
0.037520;227.210626
0.023628;234.342710
0.019391;230.326576
0.014901;225.813976
0.016205;224.456992
0.013899;229.767610
0.013952;225.196678
0.020608;222.210229
0.008671;224.538150
0.008982;225.149608
0.013528;219.386073
0.010927;221.076585
0.011260;225.619194
0.006728;231.645117
0.003682;230.908437
0.004663;231.930319
0.006600;211.804103
0.009932;214.669398
0.025438;215.676062
0.012661;220.311053
0.011499;226.315110
0.012591;223.003241
0.010053;220.837207
0.009397;223.857099
0.008309;212.209511
0.007640;205.914306
0.010068;218.575143
0.006817;229.135860
0.007026;224.360963
0.010903;223.523772
0.014728;230.493449
0.012945;220.405443
0.011399;225.829703
0.012284;225.881060
0.007021;221.501268
0.007501;218.919608
0.006396;221.482006
0.004614;223.548245
0.010892;229.329291
0.008640;232.121165
0.010996;213.342328
0.008424;211.578675
0.004966;223.753034
0.006051;234.775843
0.007453;235.457400
0.004875;232.522921
0.003989;222.586366
0.003225;231.201674
0.005893;236.399493
0.006491;241.470737
0.005560;233.772935
0.004678;221.358775
0.005019;216.988460
0.002694;225.956167
0.002974;230.317934
0.002747;223.395113
0.002582;223.121563
0.003846;228.158132
0.008999;210.830665
0.007206;226.538032
0.005715;233.363858
0.006894;212.324707
0.005632;206.520113
0.003986;214.179813
0.005758;206.481281
0.004695;218.103134
0.004469;222.968028
0.005120;213.241897
0.004650;217.591902
0.003680;229.693668
0.004035;231.761493
0.004828;231.882731
0.004272;216.087425
0.007679;222.630336
0.008460;230.622213
0.004916;228.486177
0.003568;231.251377
0.007794;229.954723
0.005881;232.546783
0.005025;232.349070
0.002191;237.360342
0.002952;235.891712
0.004698;218.695053
0.004499;210.935574
0.005472;204.806599
0.004505;216.969509
0.004339;223.020137
0.005101;223.117320
0.005412;212.775450
0.008049;198.602425
0.005972;207.078684
0.003586;233.667119
0.004886;243.524500
0.005394;229.724615
0.011380;221.861093
0.008274;215.010369
0.005320;210.646086
0.004381;213.411581
0.004048;233.624598
0.004951;244.802309
0.007535;245.414395
0.009016;225.019613
0.010175;217.392647
0.007539;223.126705
0.004834;230.677627
0.002899;220.018458
0.003732;216.581585
0.003827;222.007945
0.002615;222.746257
0.003792;224.915528
0.006074;226.429410
0.006225;227.102333
0.004505;227.982204
0.007887;218.912196
0.005847;220.729396
0.003368;232.321564
0.003316;232.836551
0.007533;220.479496
0.008493;226.043238
0.012720;238.320004
0.013862;214.401287
0.014369;208.140437
0.007069;216.882519
0.005196;228.042304
0.006288;238.859265
0.006027;226.564480
0.006151;229.014895
0.021404;209.153650
0.017969;200.861042
0.005539;217.196247
0.005235;223.457088
0.008228;219.360022
0.007263;211.322607
0.005318;223.807815
0.005474;225.190748
0.005936;234.650446
0.004322;235.957414
0.004975;245.603969
0.009259;260.537922
0.010536;261.059901
0.005966;254.242609
0.004076;230.543768
0.004292;224.145001
0.003206;226.438131
0.004293;210.458347
0.004435;211.484696
0.002579;230.027093
0.004037;227.463235
0.006009;216.891062
0.007103;212.586385
0.006565;216.904302
0.005624;211.990660
0.004943;223.391375
0.003941;223.237325
0.004543;212.483874
0.016674;205.060849
0.006611;223.349694
0.005947;239.101463
0.008597;218.676492
0.006474;214.206489
0.005763;207.327625
0.003955;228.194063
0.005388;241.192927
0.006616;235.917603
0.006500;218.258028
0.013710;206.003561
0.011468;208.511685
0.011522;212.281584
0.005772;217.143784
0.004570;227.879816
0.004405;227.299068
0.007984;210.754196
0.013664;203.737937
0.008606;218.210018
0.008199;222.083158
0.006314;218.109402
0.004439;226.138265
0.005189;227.890451
0.008189;224.746085
0.007841;228.320557
0.003829;235.081800
0.005150;237.170544
0.004922;239.906062
0.007068;245.346068
0.013181;236.067732
0.006665;240.379493
0.004989;235.837305
0.007292;225.481779
0.015500;230.454380
0.025357;230.882611
0.057094;223.073652
0.053841;224.024065
0.038471;227.965321
0.043915;223.776991
0.045053;222.931051
0.029249;228.714281
0.036181;223.736574
0.036405;220.397615
0.045769;223.464592
0.045199;225.239482
0.033567;238.283210
0.037195;229.467924
0.035804;221.332199
0.039957;223.619904
0.031934;224.799801
0.026595;226.153654
0.020068;228.646779
0.018962;229.443548
0.023883;228.640746
0.036560;227.899397
0.044440;227.010946
0.062994;233.145013
0.048432;232.066785
0.037117;228.790435
0.031521;233.035331
0.017238;239.922410
0.027923;229.793984
0.035472;224.114814
0.059604;224.366991
0.047206;232.071364
0.032770;239.158977
0.014038;239.530964
0.011813;234.953364
0.010804;237.482621
0.009159;255.425733
0.016022;268.967505
0.012668;264.073655
0.014669;255.573875
0.024546;239.169086
0.042016;227.377519
0.018065;229.182616
0.011064;235.181688
0.006654;240.127941
0.011311;232.255959
0.014920;231.261259
0.015268;234.763347
0.019287;230.928965
0.013782;231.940937
0.027074;221.726771
0.080190;214.165622
0.113550;223.629782
0.094966;222.994159
0.069870;221.436770
0.084185;218.655417
0.079712;219.156252
0.055410;220.816879
0.043610;222.018024
0.059656;219.221875
0.070498;219.498124
0.081999;218.016355
0.090047;219.289898
0.075455;223.535108
0.074748;225.036466
0.043819;223.971670
0.039071;224.204382
0.024927;227.651141
0.013337;240.181118
0.013804;234.858539
0.038937;221.389172
0.018402;236.929029
0.015222;243.056865
0.018274;233.519386
0.009675;227.618759
0.010871;228.551986
0.009803;223.468659
0.009776;214.267105
0.027987;208.394281
0.031396;223.399366
0.025297;242.408333
0.024316;235.206265
0.030188;227.153556
0.039380;222.669483
0.061268;221.942398
0.109107;221.205519
0.093468;220.901043
0.069932;221.469587
0.048637;221.918026
0.048203;223.973129
0.033171;233.530822
0.043768;245.694470
0.103039;233.934485
0.089786;233.020526
0.055559;231.680010
0.046510;231.328137
0.022720;231.731885
0.023564;235.190728
0.056877;237.845213
0.039753;235.808038
0.028469;232.855225
0.027578;230.429595
0.045290;224.330946
0.032133;219.389072
0.019401;219.453657
0.024014;217.545429
0.029140;219.663445
0.028897;227.457093
0.031590;224.985539
0.025615;225.546264
0.036873;223.729496
0.027591;219.720334
0.011949;227.226363
0.011328;238.111772
0.020032;232.387929
0.049049;232.758345
0.016464;247.308851
0.019683;253.460005
0.035138;241.133661
0.051372;235.871361
0.041885;241.855107
0.019682;246.139595
0.027114;242.508662
0.028392;240.468976
0.031116;235.007208
0.037885;222.716689
0.033848;221.935538
0.043002;223.386159
0.025821;224.771468
0.022030;226.659486
0.025377;224.429703
0.023024;222.206883
0.015671;250.971347
0.029541;256.615532
0.017060;253.092005
0.010752;246.750766
0.008937;240.221812
0.011471;248.051155
0.016377;237.395646
0.030228;231.053249
0.058176;225.914082
0.057603;220.305430
0.043589;221.870638
0.042497;219.057413
0.020778;223.255538
0.033005;225.933559
0.022964;226.350222
0.033910;223.392514
0.019550;225.607519
0.010044;240.117301
0.014578;236.023559
0.033921;226.291372
0.029164;221.134914
0.024746;226.731990
0.015347;230.686881
0.016563;230.424377
0.010973;229.981781
0.023189;218.488143
0.030348;209.703144
0.040254;215.062723
0.040988;224.804585
0.033338;228.538859
0.038102;226.113136
0.032815;223.706474
0.049742;217.417205
0.030397;219.375956
0.025659;220.253866
0.020025;218.678661
0.020379;227.955627
0.005277;242.593541
0.009314;238.797103
0.007699;239.210222
0.016058;227.253774
0.033260;220.595537
0.040710;224.764802
0.024343;228.685219
0.009047;226.318348
0.011355;219.736687
0.017345;223.711790
0.020540;228.546271
0.031998;220.931688
0.035797;222.555016
0.016095;229.119482
0.015957;234.844272
0.016965;229.723334
0.007970;224.549169
0.009173;219.012735
0.009642;209.197108
0.002989;230.419594
0.006792;240.800124
0.007730;231.693575
0.006301;232.543564
0.005692;230.268455
0.012005;224.657837
0.014879;221.460236
0.018430;231.840754
0.012954;232.651387
0.009519;234.610856
0.008276;230.574927
0.007678;238.159914
0.014196;242.045851
0.011440;240.015326
0.010454;216.404717
0.007469;222.211057
0.004701;227.321568
0.003524;224.640632
0.005492;231.455106
0.005647;236.817823
0.002925;219.083670
0.004020;215.230442
0.005239;213.029292
0.005005;214.221884
0.003831;214.685632
0.003336;220.838959
0.003567;225.846146
0.004336;212.532513
0.005240;213.317927
0.004615;222.631566
0.003952;221.653329
0.005091;225.570516
0.004600;225.912184
0.003115;219.048338
0.005460;213.392623
0.006204;224.115945
0.006262;225.730844
0.005309;216.961474
0.004988;220.416893
0.003590;222.633140
0.006107;205.115753
0.008307;194.923037
0.007901;192.666889
0.002670;201.408343
0.004141;215.168043
0.005024;211.416792
0.005586;207.620023
0.002621;210.963963
0.002942;222.581143
0.005886;222.984593
0.008939;207.388245
0.006161;217.677521
0.004564;226.659802
0.003977;225.132002
0.003098;228.013662
0.002444;219.806901
0.013187;189.621160
0.010125;211.537295
0.004471;227.621982
0.003260;231.418133
0.002798;219.975324
0.003117;214.796684
0.003561;208.491485
0.008291;205.769406
0.005851;217.777410
0.007792;213.783144
0.007474;210.947112
0.008999;209.286486
0.011275;202.777732
0.004352;217.044805
0.002333;225.630109
0.002419;226.043130
0.005025;201.161162
0.009273;189.909697
0.020796;184.080639
0.011684;195.780120
0.003620;213.918450
0.002991;218.313566
0.003902;203.795229
0.005279;203.325235
0.010132;188.171677
0.003513;212.870315
0.003828;251.688327
0.005874;232.326991
0.008871;201.518883
0.008287;208.763681
0.007745;207.507643
0.005225;216.849932
0.005375;222.250862
0.008058;211.477109
0.011720;206.307526
0.009923;206.210446
0.007131;209.083454
0.004206;213.645010
0.003330;230.694050
0.006814;221.323852
0.010762;199.547306
0.006596;199.789905
0.003609;207.212618
0.004787;196.391271
0.015746;190.345321
0.025608;190.008648
0.009451;202.607191
0.005178;227.189066
0.007172;238.116472
0.003497;234.798234
0.005749;214.519804
0.008924;207.641997
0.005482;220.997925
0.002958;237.108555
0.003094;238.756475
0.014958;211.926599
0.013773;220.008568
0.010494;228.260429
0.008376;232.491367
0.004807;245.667814
0.005933;257.280109
0.005649;250.908558
0.006604;230.341823
0.005748;227.877434
0.005799;224.532537
0.010649;203.538885
0.012935;204.947520
0.012259;204.738560
0.008538;215.077620
0.012767;226.263669
0.025310;218.557522
0.027307;220.776271
0.025029;221.333571
0.014980;217.410965
0.011862;215.905853
0.010423;223.781471
0.012470;224.863242
0.013796;228.709904
0.016392;225.201058
0.008029;230.772503
0.006019;239.037507
0.005485;239.045645
0.005556;234.150335
0.006134;233.948451
0.006206;229.509715
0.007638;218.501602
0.008902;212.011189
0.009407;208.585242
0.021213;203.592627
0.019058;206.677719
0.013047;208.663866
0.014520;211.801790
0.023530;209.939596
0.007227;218.393032
0.008821;232.848968
0.010251;232.556575
0.007056;225.919599
0.008213;220.706268
0.009111;222.418879
0.010638;222.799397
0.009828;220.273571
0.007700;220.841173
0.007114;222.987938
0.008953;218.173363
0.004564;236.824092
0.006096;252.477428
0.009711;244.567138
0.015821;229.770682
0.011761;234.583993
0.007038;239.480134
0.009082;231.949396
0.009616;228.496052
0.007776;229.922301
0.010295;225.383026
0.016745;221.199073
0.026225;213.563136
0.010654;215.187607
0.010157;224.504486
0.035855;214.412305
0.053988;213.765939
0.024497;223.570628
0.016067;241.466450
0.020158;252.247403
0.023512;254.762083
0.013819;249.110219
0.019622;235.927925
0.029858;223.823857
0.040608;220.800210
0.019099;223.908539
0.014575;227.523752
0.009472;230.957392
0.008564;238.516984
0.017817;224.397197
0.014102;223.743332
0.018276;227.191354
0.026362;224.160631
0.033269;223.320427
0.035479;219.656156
0.027486;214.338030
0.032056;214.124072
0.030834;215.076989
0.025684;218.513861
0.022711;219.883551
0.029773;213.437409
0.039935;213.841260
0.039562;214.136253
0.043952;216.800938
0.047483;216.850838
0.045643;213.947087
0.033352;215.265631
0.046242;219.553443
0.051797;225.771462
0.045652;227.517594
0.037267;224.087177
0.040156;223.280197
0.025688;224.619271
0.023412;229.121777
0.032686;223.390425
0.033136;220.009908
0.039451;222.214069
0.034260;227.900844
0.040663;226.253968
0.027925;226.011474
0.020754;225.226991
0.022872;222.513030
0.027704;220.462402
0.027034;224.147603
0.031547;229.764589
0.040681;223.198968
0.036952;224.426674
0.027453;220.561673
0.040530;214.843231
0.023524;219.631666
0.028124;224.624480
0.037532;233.195106
0.036338;247.324902
0.036377;243.381362
0.057076;230.172714
0.036141;222.258650
0.036853;219.759481
0.032121;221.836465
0.033052;224.341570
0.032867;229.317087
0.041612;227.698339
0.044087;224.075005
0.030616;222.866982
0.044023;224.390001
0.046496;231.008968
0.039124;232.008969
0.026919;233.376468
0.036130;233.465853
0.060414;229.381161
0.048238;225.957304
0.069957;233.856152
0.101500;237.209283
0.101611;233.528243
0.070105;228.999071
0.063511;233.142815
0.029875;249.619578
0.043603;250.748547
0.035060;246.487826
0.021979;243.640746
0.010248;245.908554
0.013745;254.085841
0.013485;254.581052
0.024437;254.736153
0.020015;244.727507
0.021953;230.429063
0.015923;230.736564
0.021051;248.111840
0.041786;247.926454
0.033502;251.309788
0.036931;255.782284
0.042986;241.835523
0.077311;231.895317
0.093979;226.698964
0.092441;225.701567
0.074522;224.500108
0.080415;223.851252
0.081539;223.115626
0.050483;228.677075
0.028315;234.910102
0.022294;229.019163
0.030614;224.468232
0.075409;220.739586
0.076600;221.088544
0.047370;224.030942
0.039178;224.210524
0.028446;223.731152
0.024873;222.503128
0.027684;220.587090
0.037463;217.967400
0.034992;220.141672
0.024306;230.553945
0.014730;239.537280
0.014810;229.692918
0.028464;219.941151
0.046866;220.512299
0.027375;226.914587
0.025701;222.541457
0.021289;216.256350
0.042277;218.729066
0.026417;222.440005
0.056016;221.167817
0.059462;223.526462
0.040500;222.196779
0.056605;223.272402
0.046116;219.820111
0.044697;221.406261
0.051399;220.794073
0.058020;215.439589
0.036764;218.611361
0.043408;223.424906
0.030230;227.097301
0.015619;230.837714
0.022157;233.697398
0.031031;232.644071
0.042347;227.313446
0.028523;223.435314
0.023195;220.780318
0.019857;219.887718
0.019829;220.440844
0.016084;218.397096
0.046728;216.587720
0.067863;220.067302
0.035169;219.782201
0.056136;215.975633
0.039610;216.710115
0.062372;218.771051
0.059982;216.028655
0.042657;218.440426
0.073235;220.675946
0.039376;220.829492
0.043566;221.974180
0.056540;218.535637
0.041007;218.800846
0.034250;221.971052
0.033818;220.319707
0.046441;220.668450
0.047921;220.266159
0.030946;224.302097
0.028437;228.768244
0.024618;221.326376
0.025655;217.945023
0.030738;220.024290
0.050161;214.877616
0.040826;218.671367
0.036800;221.897097
0.020371;223.730855
0.022082;220.472415
0.027250;212.113255
0.032428;215.005226
0.038284;221.419809
0.033957;218.309076
0.027840;220.192101
0.030152;218.008771
0.034864;212.291166
0.032902;215.343038
0.029841;222.496778
0.012865;232.317922
0.020068;236.076263
0.014952;231.879083
0.039482;222.675230
0.044072;216.909801
0.023535;220.507415
0.028743;216.847630
0.031621;222.231178
0.025884;221.043043
0.022172;228.027408
0.018398;228.421474
0.009685;221.283761
0.006305;219.780013
0.005773;219.624080
0.006149;221.449714
0.005555;222.192199
0.006603;210.320841
0.008841;208.808038
0.009338;217.361996
0.013044;222.181058
0.020613;224.006785
0.017812;226.517621
0.016128;226.615325
0.010798;226.909698
0.008980;223.884078
0.012770;223.121685
0.009742;225.532102
0.009120;226.567301
0.013103;229.339903
0.008927;230.439074
0.009891;227.276781
0.018647;228.280847
0.011565;229.661469
0.008936;229.999386
0.012787;222.737624
0.007356;225.433970
0.007860;234.739797
0.007473;229.332923
0.008190;216.683253
0.007164;209.123268
0.004337;221.757731
0.006740;216.023687
0.007909;222.221790
0.009681;230.436375
0.009327;217.525346
0.013739;219.670643
0.018748;224.299293
0.010453;225.714082
0.011484;227.439706
0.008679;214.861905
0.006601;215.540744
0.008227;222.629604
0.007077;218.393570
0.007850;226.586804
0.005957;226.777109
0.005822;230.374505
0.009701;219.114533
0.016116;218.537319
0.010627;225.363674
0.008359;231.393147
0.009004;221.009831
0.007767;213.832331
0.006659;213.747734
0.003768;231.929806
0.004294;237.363666
0.005448;221.752225
0.003695;218.835752
0.002381;230.841896
0.001987;236.509490
0.003842;232.380958
0.008020;216.867641
0.005343;219.275441
0.003806;227.485024
0.003714;210.215134
0.005774;201.377425
0.006806;207.559092
0.005305;209.838986
0.005287;208.693876
0.004162;201.763143
0.002438;211.178354
0.003990;229.603769
0.006209;222.855244
0.004830;209.973251
0.003521;219.215019
0.002697;233.832082
0.003700;233.557920
0.007143;211.155127
0.004356;214.851259
0.004435;230.308024
0.005550;232.658853
0.006575;206.457517
0.004468;203.567822
0.003404;217.305216
0.004527;221.784899
0.007185;213.353342
0.004269;218.267611
0.002617;229.042813
0.002393;231.335003
0.003182;227.329578
0.002918;227.459885
0.005859;204.154687
0.011034;195.580843
0.008299;208.031307
0.006277;220.481770
0.006729;226.231144
0.007023;217.822704
0.005485;237.261146
0.010295;232.461048
0.014230;224.773655
0.010795;213.434494
0.008340;215.031685
0.006298;218.236150
0.001454;226.763107
0.001900;243.784880
0.005425;250.582702
0.015545;215.164705
0.012138;218.723132
0.011172;242.093016
0.021317;254.441460
0.013168;256.213860
0.006525;249.971363
0.005299;231.622440
0.005616;218.638168
0.004978;242.005214
0.004601;258.987830
0.004573;256.010332
0.005040;245.025864
0.005364;227.008484
0.004028;235.492446
0.005172;239.045668
0.007416;247.466487
0.010868;253.210650
0.009319;249.377524
0.005718;246.707731
0.004494;241.584916
0.012172;227.737840
0.010784;224.455118
0.008966;222.413665
0.010031;218.500429
0.010585;213.247957
0.008186;217.768679
0.003365;242.836066
0.005508;235.709854
0.006012;234.990775
0.006170;232.818991
0.006097;243.957222
0.005571;246.827841
0.003336;239.109723
0.006031;227.634000
0.008916;228.133173
0.007412;231.067000
0.007661;233.046269
0.008111;238.076157
0.008869;247.706679
0.011151;252.523977
0.011151;248.118564
0.012161;244.573355
0.015463;233.316997
0.012636;223.836887
0.011268;223.608347
0.008751;237.010424
0.009768;232.335618
0.011205;232.427920
0.030158;226.252611
0.042057;219.439904
0.035031;221.103974
0.027008;225.675641
0.025625;227.423240
0.017967;234.010515
0.019360;237.374380
0.017457;236.194796
0.016677;238.890012
0.018314;238.397729
0.016208;229.806058
0.047000;216.149488
0.044880;212.225315
0.031765;220.633649
0.034182;220.206049
0.041045;221.174791
0.045785;223.277496
0.052044;225.604169
0.033280;232.683432
0.019610;246.933426
0.042799;236.385306
0.047309;232.602920
0.034686;232.313027
0.030211;228.206355
0.038494;223.652818
0.024006;227.159169
0.024901;228.926148
0.044839;227.084801
0.044585;222.850946
0.044366;221.084067
0.050962;220.427399
0.032867;224.430523
0.040693;226.272818
0.025705;229.470098
0.016848;229.953645
0.046581;222.025004
0.048708;216.689900
0.052947;216.919480
0.025046;228.000817
0.013000;237.884468
0.035220;231.437716
0.040341;226.517301
0.069065;225.155319
0.120236;219.140212
0.094158;221.066465
0.042129;222.649803
0.033261;230.431163
0.036815;238.844911
0.020660;247.855426
0.021802;244.540842
0.024957;233.529182
0.070932;225.522619
0.057125;228.306161
0.044864;229.137725
0.055244;228.611886
0.047078;229.744389
0.025661;232.779704
0.061083;222.834699
0.025984;230.337917
0.015943;236.551370
0.014323;239.196790
0.011474;235.985017
0.007821;237.773143
0.034348;226.098975
0.043592;220.601053
0.040735;222.331259
0.052555;222.930112
0.047598;221.257924
0.062961;220.799174
0.060985;223.645630
0.036388;222.757090
0.029112;226.624795
0.019958;233.950305
0.016483;248.984058
0.022641;247.998351
0.032544;237.799820
0.028066;236.956271
0.018808;236.686060
0.016634;235.187308
0.038512;229.964496
0.026201;223.577925
0.016953;219.225109
0.026979;215.417093
0.053770;219.385421
0.054952;220.507398
0.080871;218.276355
0.058536;218.729063
0.043765;221.122916
0.042623;225.625728
0.056981;228.261146
0.064533;227.315107
0.060556;228.633758
0.076918;232.903340
0.059539;229.861467
0.065039;225.112405
0.058266;224.831778
0.065402;225.726985
0.054656;224.126362
0.058572;225.206465
0.053060;229.685839
0.032341;229.304697
0.035837;233.774170
0.019339;250.262189
0.022755;245.318136
0.058180;236.134487
0.052315;233.376153
0.056825;231.650423
0.029415;236.153950
0.029577;238.180931
0.032257;232.785315
0.040880;222.017514
0.031980;219.191782
0.028173;215.934904
0.032210;215.183966
0.027314;213.450322
0.024509;217.220321
0.054211;220.404379
0.053313;224.448962
0.026155;225.372510
0.018972;223.683348
0.021175;221.303970
0.027366;223.067401
0.018375;228.017933
0.019162;226.258244
0.018655;227.900330
0.018793;232.634082
0.054770;233.761890
0.029094;231.637734
0.030653;225.024397
0.039271;217.465746
0.038449;219.845219
0.027389;225.879491
0.023250;225.513350
0.027997;225.066373
0.029579;225.821791
0.036567;220.162418
0.033844;222.148040
0.028381;224.808242
0.020917;226.384074
0.017410;226.661470
0.044526;224.198448
0.051514;224.917197
0.031387;228.355530
0.050415;230.552721
0.047641;230.253132
0.029682;229.999692
0.038381;230.321466
0.032981;224.670112
0.041109;223.538554
0.039806;216.538241
0.029531;216.611571
0.048954;219.178132
0.055104;216.663237
0.043009;217.551672
0.047403;222.336575
0.036157;222.328974
0.042891;225.042094
0.065778;221.520737
0.066919;223.755842
0.028092;231.649697
0.026346;234.942927
0.011603;239.073137
0.017612;231.258771
0.037167;219.392836
0.025811;217.444810
0.029969;218.892302
0.037626;221.109283
0.043747;221.701993
0.071884;221.150322
0.057418;222.595638
0.063863;222.286472
0.045462;220.798768
0.039138;220.458768
0.036986;221.726579
0.030422;224.207515
0.047419;220.681582
0.039078;214.875012
0.051102;216.917196
0.036740;221.302927
0.038588;223.089285
0.028350;226.419916
0.016120;237.555318
0.018477;240.027198
0.028646;234.087310
0.041506;225.737615
0.033613;222.890319
0.032421;223.685534
0.020202;224.282930
0.022342;224.761370
0.021068;225.055331
0.013916;221.708554
0.010889;220.258770
0.014041;219.908666
0.015666;218.044183
0.013017;221.739493
0.019266;224.583040
0.022867;223.618248
0.015840;230.326065
0.018019;228.653467
0.011997;230.518880
0.022380;218.985031
0.023875;215.959915
0.018734;218.291690
0.016643;219.241379
0.016841;228.261789
0.016235;221.406170
0.015574;221.981166
0.012768;226.550640
0.041515;218.797410
0.029017;220.111161
0.013290;219.667928
0.012294;224.835739
0.012829;224.405847
0.007808;222.515949
0.009428;229.301669
0.008962;223.246272
0.007944;223.843551
0.011956;219.072623
0.023691;212.711278
0.016792;223.934598
0.011783;218.451890
0.010628;207.932417
0.014414;211.984500
0.015247;219.461894
0.019067;222.020223
0.027854;218.710952
0.018204;212.125440
0.032224;217.347619
0.018749;216.620642
0.017652;218.379179
0.021210;221.001368
0.012260;226.338549
0.010915;219.843758
0.023124;221.991892
0.011622;221.053556
0.006093;214.275751
0.005012;224.791886
0.005969;219.909806
0.005074;224.948239
0.005728;226.810116
0.005796;212.786697
0.007478;215.961488
0.006508;230.359920
0.005146;227.608048
0.008989;231.523672
0.009042;228.819819
0.004768;229.422943
0.006160;233.599600
0.006716;227.480039
0.008029;205.575133
0.009580;205.338566
0.008361;218.298040
0.005080;221.135441
0.004814;225.557937
0.005590;234.734909
0.005792;234.510424
0.007505;217.498862
0.006131;216.440638
0.002062;224.121248
0.003566;234.991661
0.004405;227.682830
0.003891;206.866897
0.003479;213.313556
0.008807;212.733558
0.008324;215.349397
0.006624;214.676996
0.003341;217.046771
0.005052;211.902917
0.003838;220.936973
0.004255;223.337806
0.002825;207.680214
0.003636;198.772502
0.004421;215.964172
0.007009;220.488022
0.005891;215.486250
0.006359;205.102091
0.009970;198.245008
0.005819;210.693960
0.002462;221.509268
0.002710;223.953739
0.003533;209.740847
0.003534;206.952505
0.001905;224.304577
